aba_number,address,city,state,bank_name
221672851,1130 MUNOZ RIVERA AVE,SAN JUAN,PUERTO RICO,FIRSTBANK
121135087,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
121137807,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
121141903,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
121142779,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
121142834,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
122237748,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
122241831,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
122243208,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
122243457,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
122243664,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
122243800,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
122244582,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
123103570,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
123202293,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
123204071,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
123204110,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
123206590,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
123206817,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
123206901,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
123308786,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
124302257,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
125008220,110S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
125105741,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
125107037,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
125107765,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
125108065,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
125108191,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
125108382,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
125108599,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
125108764,110 S FERRAL STREET,SPOKANE,WASHINGTON,BANNER BANK
125108858,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
125108890,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
125108939,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
323371076,110 S FERRALL STREET,SPOKANE,WASHINGTON,BANNER BANK
101104779,PO BOX 727,COLDWATER,KANSAS,PEOPLES BANK
103104489,WILLIAMS & DIVISION STREETS,WESTVILLE,OKLAHOMA,PEOPLES BANK
103901491,445 SO LEWIS AVE,TULSA,OKLAHOMA,PEOPLES BANK
111101597,6689 HWY 34,CHATHAM,CALIFORNIA,PEOPLES BANK
111325823,5820 82ND STREET,LUBBOCK,TEXAS,PEOPLES BANK
125104425,PO BOX 233,LYNDEN,WASHINGTON,PEOPLES BANK
241270039,PO BOX 738,MARIETTA,OHIO,PEOPLES BANK
242272625,P O BOX 738,MARIETTA,OHIO,PEOPLES BANK
243470196,P O BOX 738,MARIETTA,OHIO,PEOPLES BANK
244170275,138 PUTNAM STREET,MARIETTA,OHIO,PEOPLES BANK
101200440,20544 HUSKER DR,GRETNA,NEBRASKA,PINNACLE BANK
102301513,P O BOX 789,WORLAND,WYOMING,PINNACLE BANK
104107456,20544 HUSKER DR,GRETNA,NEBRASKA,PINNACLE BANK
104901034,20544 HUSKER DR,GRETNA,NEBRASKA,PINNACLE BANK
104910274,20544 HUSKER DR,GRETNA,NEBRASKA,PINNACLE BANK
104913912,20544 HUSKER DR,GRETNA,NEBRASKA,PINNACLE BANK
111903517,309 S OLD BETSY ROAD,KEENE,TEXAS,PINNACLE BANK
111909605,309 S OLD BETSY ROAD,KEENE,TEXAS,PINNACLE BANK
111912744,309 S OLD BETSY ROAD,KEENE,TEXAS,PINNACLE BANK
121144340,18181 BUTTERFIELD BLVD STE 135,MORGAN HILL,CALIFORNIA,PINNACLE BANK
122106109,14287 NORTH 87TH STREET SUITE 123,SCOTTSDALE,ARIZONA,PINNACLE BANK
253170020,10TH FLOOR,NASHVILLE,TENNESSEE,PINNACLE BANK
253173496,10TH FLOOR,NASHVILLE,TENNESSEE,PINNACLE BANK
253278498,10TH FLOOR,NASHVILLE,TENNESSEE,PINNACLE BANK
262287386,P.O. BOX 1388,JASPER,ALABAMA,PINNACLE BANK
253170512,2440 MALL DRIVE,N CHARLESTON,SOUTH CAROLINA,SOUTH STATE BANK
253271945,2430 MALL DR,N. CHAS,SOUTH CAROLINA,SOUTH STATE BANK
253272070,2430 MALL DR,N CHAS,SOUTH CAROLINA,SOUTH STATE BANK
253272481,2440 MALL DRIVE,N CHARLESTON,SOUTH CAROLINA,SOUTH STATE BANK
253273901,2430 MALL DR,N. CHAS,SOUTH CAROLINA,SOUTH STATE BANK
261190490,2440 MALL DR,CHAS,SOUTH CAROLINA,SOUTH STATE BANK
261271717,24 SECOND AVE,MOULTRIE,GEORGIA,AMERIS BANK
261275551,24 SECOND AVE,MOULTRIE,GEORGIA,AMERIS BANK
101102438,128 SOUTH BROADWAY,STERLING,KANSAS,FIRST BANK
102006119,P.O. 150097,LAKEWOOD,COLORADO,FIRST BANK
103104120,P O BOX 1228,ERICK,OKLAHOMA,FIRST BANK
103105116,PO BOX 1228,ERICK,OKLAHOMA,FIRST BANK
111907788,P O BOX 458,BURKBURNETT,TEXAS,FIRST BANK
121137506,600 JAMES S MCDONNELL BLVD,HAZELWOOD,MISSOURI,FIRST BANK
122239131,600 JAMES S MCDONNELL BOULEVARD,HAZELWOOD,MISSOURI,FIRST BANK
125200044,P O BOX 7920,KETCHIKAN,ALASKA,FIRST BANK
231270777,2465 RUSER RD,HAMILTON,NEW JERSEY,FIRST BANK
253170062,211 BURNETTE ST,TROY,NORTH CAROLINA,FIRST BANK
253171728,211 BURNETTE ST,TROY,NORTH CAROLINA,FIRST BANK
221370108,SECOND DRIVE,BUFFALO,NEW YORK,M & T BANK
221371165,SECOND FLOOR,AMHERST,NEW YORK,M & T BANK
231375520,626 COMMERCE DR,AMHERST,NEW YORK,M & T BANK
251472636,SECOND FLOOR,AMHERST,NEW YORK,M & T BANK
252070435,626 COMMERCE DRIVE,AMHERST,NEW YORK,M & T BANK
252070817,626 COMMERCE DRIVE,AMHERST,NEW YORK,M & T BANK
255072317,626 COMMERCE DRIVE,AMHERST,NEW YORK,M & T BANK
256073302,SECOND FLOOR,AMHERST,NEW YORK,M & T BANK
121136785,17555 NORTHEAST SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
121138741,17555 NORTHEAST SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
121140276,17555 NORTHEAST SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
121140823,17555 NORTHEAST SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
121140933,17555 NORTHEAST SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
121141042,17555 NORTHEAST SACRAMENTO,PORTLAND,OREGON,UMPQUA BANK
121141107,17555 NE SACRAMENTO ST,PORTLAND,OREGON,UMPQUA BANK
121141819,17555 NORTHEAST SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
121142517,17555 NORTHEAST SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
121142627,17555 NORTHEAST SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
121142902,17555 NORTHEAST SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
121143118,17555 NORTHEAST SACRAMENTO,PORTLAND,OREGON,UMPQUA BANK
121181730,17555 NE SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
121202185,17555 NE SACRAMENTO ST,PORTLAND,OREGON,UMPQUA BANK
122239584,17555 NE SACRAMENTO ST,PORTLAND,OREGON,UMPQUA BANK
122243703,17555 NE SACRAMENTO ST,PORTLAND,OREGON,UMPQUA BANK
123204835,17555 NORTHEAST SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
123205054,17555 NORTHEAST SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
123206053,17555 NORTHEAST SACRAMENTO,PORTLAND,OREGON,UMPQUA BANK
123305378,17555 NE SACRAMENTO ST,PORTLAND,OREGON,UMPQUA BANK
123308553,17555 NORTHEAST SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
125006390,17555 NE SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
125108450,17555 NE SACRAMENTO ST,PORTLAND,OREGON,UMPQUA BANK
125184746,17555 NE SACRAMENTO ST,PORTLAND,OREGON,UMPQUA BANK
292970841,17555 NE SACRAMENTO ST,PORTLAND,OREGON,UMPQUA BANK
323170112,17555 NE SACRAMENTO ST,PORTLAND,OREGON,UMPQUA BANK
323270216,17555 NE SACRAMENTO ST,PORTLAND,OREGON,UMPQUA BANK
323270300,17555 NE SACRAMENTO ST,PORTLAND,OREGON,UMPQUA BANK
325171740,17555 NE SACRAMENTO ST,PORTLAND,OREGON,UMPQUA BANK
325182946,17555 NE SACRAMENTO STREET,PORTLAND,OREGON,UMPQUA BANK
101001911,PO BOX 27025,RICHMOND,VIRGINIA,BANK OF AMERICA N.A.
101100045,PO BOX 27025,RICHMOND,VIRGINIA,BANK OF AMERICA N.A.
101901820,P O BOX 27025,RICHMOND,VIRGINIA,BANK OF AMERICA N.A.
102201244,PO BOX 27025,RICHMOND,VIRGINIA,BANK OF AMERICA N.A.
107000796,P O BOX 27025,RICHMOND,VIRGINIA,BANK OF AMERICA N.A.
107005607,P O BOX 27025,RICHMOND,VIRGINIA,BANK OF AMERICA N.A.
211470319,PO BOX 27025,RICHMOND,VIRGINIA,BANK OF AMERICA N.A.
236073474,PO BOX 27025,RICHMOND,VIRGINIA,BANK OF AMERICA N.A.
267090536,VA2-430-01-01,RICHMOND,VIRGINIA,BANK OF AMERICA N.A.
307072278,P O BOX 27025,RICHMOND,VIRGINIA,BANK OF AMERICA N.A.
253170143,3451 PRESCOTT,MEMPHIS,TENNESSEE,FIRST TENNESSEE BANK NATL ASSN
253170253,1461 N FAYETTEVILLE ST,ASHEBORO,NORTH CAROLINA,FIRST TENNESSEE BANK NATL ASSN
264071752,3451 PRESCOTT,MEMPHIS,TENNESSEE,FIRST TENNESSEE BANK NATL ASSN
264172156,3451 PRESCOTT,MEMPHIS,TENNESSEE,FIRST TENNESSEE BANK NATL ASSN
267090691,3451 PRESCOTT,MEMPHIS,TENNESSEE,FIRST TENNESSEE BANK NATL ASSN
123002011,MS: NY-31-17-0119,ALBANY,NEW YORK,KEY BANK
124000737,MS: NY-31-17-0119,ALBANY,NEW YORK,KEY BANK
124101555,NY-31-17-0119,ALBANY,NEW YORK,KEY BANK
124303007,MS: NY-31-17-0119,ALBANY,NEW YORK,KEY BANK
125000574,NY-31-17-0119,ALBANY,NEW YORK,KEY BANK
125200879,NY-31-17-0119,ALBANY,NEW YORK,KEY BANK
125200947,NY-31-17-0119,ALBANY,NEW YORK,KEY BANK
211672531,NY-31-17-0119,ALBANY,NEW YORK,KEY BANK
307070267,NY-31-17-0119,ALBANY,NEW YORK,KEY BANK
111025453,STE 1200,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122087590,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122105566,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122105676,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122106002,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122203507,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122238585,1600 SUNFLOWER AVE,COSTA MESA,CALIFORNIA,PACIFIC PREMIER BANK
122239982,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122241213,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122241572,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122242649,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122242788,1600 SUNFLOWER AVE FLOOR 2,COSTA MESA,CALIFORNIA,PACIFIC PREMIER BANK
122243172,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122243240,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122243295,SUITE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122243321,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122243648,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122243680,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122243978,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122244016,SUITE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122244087,17901 VON KARMAN AVE,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122244566,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122244702,SUITE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122244883,SUITE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122287426,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122402146,SUITE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
122402285,SUITE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
322285781,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
322285833,STE 2100,IRVINE,CALIFORNIA,PACIFIC PREMIER BANK
211072911,850 MAIN STREET,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
211170334,850 MAIN STREET,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
211174194,850 MAIN STREET,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
211371162,850 MAIN STREET,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
211371434,850 MAIN STREET,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
211372129,850 MAIN STREET,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
211373542,850 MAIN STREET,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
211373623,850 MAIN STREET,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
211470115,850 MAIN ST,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
211470186,850 MAIN ST,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
211672722,850 MAIN ST,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
211770161,BC05-651850 MAIN ST,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
211871154,850 MAIN ST,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
211973049,850 MAIN ST,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
221172186,850 MAIN STREET,BRIDGEPORT,CONNECTICUT,"PEOPLE'S UNITED BANK, N.A."
123006729,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
123006897,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
123103606,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
123103868,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
123200088,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
123202280,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
123203218,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
123205135,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
123206011,5210 74TH STREET WEST SUITE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
123206406,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
123206545,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
123206778,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
123206927,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
123308090,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
124103786,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
125102278,5210 74TH ST W SUITE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
125104315,5210 74TH STREET W SUITE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
125104865,5210 74TH STREET W SUITE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
125107079,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
125107532,5210 74TH ST W SUITE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
125107778,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
125107875,5210 74TH ST W SUITE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
125108272,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
125108625,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
125108913,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
323271493,STE B,LAKEWOOD,WASHINGTON,COLUMBIA STATE BANK
251472542,24010 PARTNERSHIP BOULEVARD,RUTHER GLEN,VIRGINIA,UNION BANK & TRUST
251472555,24010 PARTNERSHIP BOULEVARD,RUTHER GLEN,VIRGINIA,UNION BANK & TRUST
251473088,24010 PARTNERSHIP BOULVARD,RUTHER GLEN,VIRGINIA,UNION BANK & TRUST
251473787,24010 PARTNERSHIP BOULEVARD,RUTHER GLEN,VIRGINIA,UNION BANK & TRUST
253173661,24010 PARTNERSHIP BOULEVARD,RUTHER GLEN,VIRGINIA,UNION BANK & TRUST
111026041,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
121000497,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
121139685,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
121140713,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
121140742,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
121141864,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
121181798,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
122000496,2-69D-1020,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
122043518,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
122220593,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
122238077,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
122240683,ELECTRONIC BANKING D-339,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
122241501,ELECTRONIC BANKING D-339,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
122241941,PO BOX 82929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
122242034,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
123000068,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
123206613,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
125000118,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
125008288,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
125107260,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
125107626,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
125107736,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
321170318,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
321181271,PO BOX 85929,SAN DIEGO,CALIFORNIA,"MUFG UNION BANK, N.A."
101101057,P O BOX 160,WELLINGTON,KANSAS,SECURITY STATE BANK
101114691,P O BOX 170,SCOTT CITY,KANSAS,SECURITY STATE BANK
104110113,PO BOX 400,ANSLEY,NEBRASKA,SECURITY STATE BANK
111317637,700 S MAIN,WINTERS,TEXAS,SECURITY STATE BANK
111320899,BOX J,FARWELL,TEXAS,SECURITY STATE BANK
114904775,PO BOX 5,PEARSALL,TEXAS,SECURITY STATE BANK
114921842,1000 N OAK,PEARSALL,TEXAS,SECURITY STATE BANK
116325666,110 E 7TH ST.,ODESSA,TEXAS,SECURITY STATE BANK
125100607,1930 S GOLD ST,CENTRALIA,WASHINGTON,SECURITY STATE BANK
125107008,PO BOX 1050,CENTRALIA,WASHINGTON,SECURITY STATE BANK
101000789,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
101002716,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
101002949,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
101005690,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
101006699,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
101007041,P O BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
101100922,P O BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
101219059,P.O. BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
102004331,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
102100772,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
102100992,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
102101823,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
102102013,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
102102916,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
102104600,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
102104642,P O BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
102104749,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
102105146,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
107001724,P O BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
107002118,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
107004491,P O BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
107006460,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
107006965,P O BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
321181200,PO BOX 26158,KANSAS CITY,MISSOURI,NBH BANK
122041523,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122044300,SUITE 220,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122237308,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122237751,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122238200,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122238242,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122238938,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122239063,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122239322,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122239335,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122239775,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122239843,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122240489,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122240942,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122241132,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122242092,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122242681,SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122242924,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122243350,SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122243884,SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122244744,5900 LA PLACE COURT STE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
122287183,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
322285668,5900 LA PLACE COURT SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
322286447,SUITE 200,CARLSBAD,CALIFORNIA,PACIFIC WESTERN BANK
261170546,P7-PFSC-03-H,PITTSBURGH,PENNSYLVANIA,"PNC BANK, NATIONAL ASSOCIATION"
262285184,P7-PFSC-03-H,PITTSBURGH,PENNSYLVANIA,"PNC BANK, NATIONAL ASSOCIATION"
101115001,3024 SW WANAMAKER,TOPEKA,KANSAS,HERITAGE BANK
104908383,P.O. BOX 329,AURORA,NEBRASKA,HERITAGE BANK
111916180,1850 PEARLAND PARKWAY,PEARLAND,TEXAS,HERITAGE BANK
114912013,1850 PEARLAND PARKWAY,PEARLAND,TEXAS,HERITAGE BANK
123206794,PO BOX 1578,OLYMPIA,WASHINGTON,HERITAGE BANK
123307583,PO BOX 1578,OLYMPIA,WASHINGTON,HERITAGE BANK
125105550,PO BOX 1578,OLYMPIA,WASHINGTON,HERITAGE BANK
125106708,PO BOX 1578,OLYMPIA,WASHINGTON,HERITAGE BANK
125106986,PO BOX 1578,OLYMPIA,WASHINGTON,HERITAGE BANK
125108256,PO BOX 1578,OLYMPIA,WASHINGTON,HERITAGE BANK
125108447,PO BOX 1578,OLYMPIA,WASHINGTON,HERITAGE BANK
125108560,PO BOX 1578,OLYMPIA,WASHINGTON,HERITAGE BANK
125108683,PO BOX 1578,OLYMPIA,WASHINGTON,HERITAGE BANK
125108751,P O BOX 1578,OLYMPIA,WASHINGTON,HERITAGE BANK
125108968,P O BOX 1578,OLYMPIA,WASHINGTON,HERITAGE BANK
261170533,101 N. MAIN ST.,JONESBORO,GEORGIA,HERITAGE BANK
325170835,PO BOX 1578,OLYMPIA,WASHINGTON,HERITAGE BANK
121142148,PO BOX 3938,ONTARIO,CALIFORNIA,CITIZENS BUSINESS BANK
121142397,3833 EBONY ST,ONTARIO,CALIFORNIA,CITIZENS BUSINESS BANK
122040090,3833 EBONY ST,ONTARIO,CALIFORNIA,CITIZENS BUSINESS BANK
122200759,3833 EBONY ST,ONTARIO,CALIFORNIA,CITIZENS BUSINESS BANK
122203471,3833 EBONY ST,ONTARIO,CALIFORNIA,CITIZENS BUSINESS BANK
122234149,3833 EBONY ST,ONTARIO,CALIFORNIA,CITIZENS BUSINESS BANK
122237544,3833 EBONY ST,ONTARIO,CALIFORNIA,CITIZENS BUSINESS BANK
